"drange","dlat","dlon_neg","dlon","D_to_Earl_Ross_Home","D_to_Ross_Cabin","minDist","District","LLNR","XREF","Aid_x0020_Name","Aid_x0020_Type","Position_x0020__x0028_Latitude_x0029_","Position_x0020__x0028_Longitude_x0029_","Characteristic","Both_x002F_Night_x002F_Day","Height","Range","Location","Structure","Remarks","RACN_x0020_Morse_x0020_Char"
"5","47.69148","-122.833085","122.833085","12.2689584674171","0.419935214052115","0.419935214052115","13","17865","","Tskutsko Point Light","FD","47-41-29.328N","122-49-59.106W","Fl W 4s","Night","15","5","","NB on pile.","",""
"5","47.6930586111111","-122.770772222222","122.770772222222","12.2617347330606","0.426032798228903","0.426032798228903","13","17840","","Hazel Point Light","FD","47-41-35.011N","122-46-14.780W","Fl W 4s","Night","15","5","","NB on pile.","",""
"5","47.6902433333333","-122.747335","122.747335","12.2557215943162","0.427304131283683","0.427304131283683","13","17845","","Hood Canal Light 11 ","FD","47-41-24.876N","122-44-50.406W","Fl G 4s","Night","15","5","","SG on multi-pile structure.","",""
"5","47.4478763888889","-122.404570833333","122.404570833333","11.9727071615973","0.462983746479479","0.462983746479479","13","16975","","Puget Sound Traffic Separation Lane Lighted Buoy TA","FD","47-26-52.355N","122-24-16.455W","Fl Y 2.5s","Night","","5","","Yellow.","AIS: MMSI 993692021 (21).",""
"5","47.7465166666667","-122.810558333333","122.810558333333","12.3202297734125","0.475485659100129","0.475485659100129","13","17900","","Tabook Point Light 18 ","FD","47-44-47.460N","122-48-38.010W","Fl R 6s","Night","15","5","","TR on pile.","",""
"5","47.5944366666667","-122.480429722222","122.480429722222","12.1269417927748","0.477834596327788","0.477834596327788","13","16830","","Blakely Rock Light","FD","47-35-39.972N","122-28-49.547W","Fl W 4s","Night","16","5","","NB on basket on rock","",""
"5","47.7506683333333","-122.755268333333","122.755268333333","12.3166638619667","0.485333692832278","0.485333692832278","13","17820","","Hood Canal Light 10 ","FD","47-45-02.406N","122-45-18.966W","Fl R 4s","Night","16","5","","TR on pile.","",""
"5","47.7219369444444","-122.556227222222","122.556227222222","12.262529443099","0.528458642768704","0.528458642768704","13","17930","","Agate Passage Light 2 ","FD","47-43-18.973N","122-33-22.418W","Fl R 4s","Night","20","5","","TR on multi-pile structure.","Light is obscured from 041?? to 204??.",""
"5","47.6614141666667","-122.464514722222","122.464514722222","12.191641303852","0.536217911822232","0.536217911822232","13","16815","","Puget Sound Traffic Separation Lane Lighted Buoy SG","FD","47-39-41.091N","122-27-52.253W","Fl Y 2.5s","Night","","5","","Yellow.","","N ( - . )"
"5","47.8134980555556","-122.7142875","122.7142875","12.3734028276459","0.554730024361627","0.554730024361627","13","17800","","Hood Canal Light 8 ","FD","47-48-48.593N","122-42-51.435W","Fl R 4s","Night","15","5","","TR on pile.","",""
"5","47.6772205555556","-122.4120275","122.4120275","12.2014703737022","0.584384460520253","0.584384460520253","13","16790","18140","Shilshole Bay Breakwater Light 3","FD","47-40-37.994N","122-24-43.299W","Fl G 4s","Night","29","5","","SG on pile, on jetty.","",""
"5","47.6876752777778","-122.404915833333","122.404915833333","12.2110838661114","0.596766567168518","0.596766567168518","13","16770","","Shilshole Bay Boat Basin Light 2","FD","47-41-15.631N","122-24-17.697W","Fl R 2.5s","Night","28","5","","TR on pile, on jetty.","",""
"5","47.8586333333333","-122.641716666667","122.641716666667","12.4087539756901","0.617359254865612","0.617359254865612","13","17770","","Sisters Rock Light 4 ","FD","47-51-31.080N","122-38-30.180W","Fl R 4s","Night","15","5","","TR on wooden crib.","",""
"5","47.7650969444444","-122.437632777778","122.437632777778","12.2916369008952","0.632171510127543","0.632171510127543","13","16745","","Puget Sound Traffic Separation Lane Lighted Buoy SF","FD","47-45-54.349N","122-26-15.478W","Fl Y 2.5s","Night","","5","","Yellow.","","G ( - - . )"
"5","47.8874566666667","-122.611435","122.611435","12.4335618874787","0.654437257658903","0.654437257658903","13","17730","","Point Hannon Light 2 ","FD","47-53-14.844N","122-36-41.166W","Fl R 2.5s","Night","15","5","","TR on skeleton tower.","",""
"5","47.6475758333333","-122.276026944444","122.276026944444","12.1577890739484","0.671744489684577","0.671744489684577","13","18270","","Webster Point Light 21 ","FD","47-38-51.273N","122-16-33.697W","Fl G 4s","Night","19","5","","SG on pile.","Light obscured from 121?? to 199??.",""
"5","47.9324944444444","-122.657633888889","122.657633888889","12.4840367088389","0.683731422223167","0.683731422223167","13","17720","","Tala Point Junction Light","FD","47-55-56.980N","122-39-27.482W","Fl (2+1)R 6s","Night","15","5","","JR on pile.","",""
"5","47.9320688888889","-122.621614444444","122.621614444444","12.4790918741399","0.693420836436837","0.693420836436837","13","17725","","Foulweather Bluff Light 1 ","FD","47-55-55.448N","122-37-17.812W","Fl G 4s","Night","21","5","","SG on multi-pile structure.","Obscured from 202?? to 328.5??. ::Ra ref.",""
"5","47.9624733333333","-122.671983333333","122.671983333333","12.5155993523573","0.709365402573467","0.709365402573467","13","17656","","Klas Rock Light","FD","47-57-44.904N","122-40-19.140W","Fl (2)W 5s","Night","15","5","","NR on pole on rock.","",""
"5","47.9234444444444","-122.492047777778","122.492047777778","12.4551019023218","0.735520395923573","0.735520395923573","13","16540","","Puget Sound Traffic Separation Lane Lighted Buoy SE","FD","47-55-24.400N","122-29-31.372W","Fl Y 2.5s","Night","","5","","Yellow.","",""
"5","47.9082613888889","-122.438140277778","122.438140277778","12.4339814563832","0.749035620075874","0.749035620075874","13","16555","","Scatchet Head Lighted Gong Buoy 1 ","FD","47-54-29.741N","122-26-17.305W","Fl G 6s","Night","","5","","Green.","",""
"5","48.0308797222222","-122.637132777778","122.637132777778","12.5790652223741","0.784104907558727","0.784104907558727","13","16510","","Puget Sound Traffic Separation Lane Lighted Buoy SC","FD","48-01-51.167N","122-38-13.678W","Fl Y 2.5s","Night","","5","","Yellow.","May be submerged during periods of extreme current.",""
"5","48.1172241666667","-122.749216944444","122.749216944444","12.6790793108858","0.849785951485185","0.849785951485185","13","16495","17525","Point Hudson Light 4 ","FD","48-07-02.007N","122-44-57.181W","Fl R 2.5s","Night","35","5","","TR on pile on shore.","",""
"5","48.1565422222222","-122.671133333333","122.671133333333","12.7079939789092","0.899617291096506","0.899617291096506","13","16485","","Keystone Harbor Entrance Light 2 ","FD","48-09-23.552N","122-40-16.080W","Fl R 4s","Night","13","5","","TR on platform on breakwater.","",""
"5","48.1326066666667","-122.510836666667","122.510836666667","12.6650436411778","0.919237779537059","0.919237779537059","13","18625","","Saratoga Passage Light 4 ","FD","48-07-57.384N","122-30-39.012W","Fl R 4s","Night","15","5","","TR on skeleton tower.","",""
"5","48.1909297222222","-122.829895","122.829895","12.7630002405913","0.919388883015031","0.919388883015031","13","16405","","Puget Sound Traffic Separation Lane Lighted Buoy SA","FD","48-11-27.347N","122-49-47.622W","Fl Y 2.5s","Night","","5","","Yellow.","AIS: MMSI993692047","M ( - - )"
"5","47.9879638888889","-122.229881388889","122.229881388889","12.4921903680306","0.936268809652474","0.936268809652474","13","18535","","Snohomish River Light 5 ","FD","47-59-16.670N","122-13-47.573W","Fl G 4s","Night","16","5","","SG on multi-pile structure.","",""
"5","48.183855","-122.536936666667","122.536936666667","12.7189405451157","0.959042448187478","0.959042448187478","13","18630","","Onamac Point Light 6 ","FD","48-11-01.878N","122-32-12.972W","Fl R 6s","Night","15","5","","TR on skeleton tower.","",""
"5","48.2565733333333","-122.832282777778","122.832282777778","12.8283490590434","0.985028405946494","0.985028405946494","13","16390","","Partridge Bank Lighted Buoy 1","FD","48-15-23.664N","122-49-56.218W","Fl G 4s","Night","","5","","Green.","",""
"5","48.3243516666667","-122.819298333333","122.819298333333","12.8937243451583","1.05289146555484","1.05289146555484","13","16380","","Minor Island Light","FD","48-19-27.666N","122-49-09.474W","Fl W 4s","Night","27","5","","NB on spindle on concrete building.","",""
"5","48.30017","-122.503873333333","122.503873333333","12.8307581611953","1.07989384680953","1.07989384680953","13","18760","","Strawberry Point Light 3 ","FD","48-18-00.612N","122-30-13.944W","Fl G 4s","Night","15","5","","SG on dolphin.","",""
"5","48.4132519444444","-122.811992222222","122.811992222222","12.9808294097365","1.14189401669659","1.14189401669659","13","19325","","Davidson Rock Light 1 ","FD","48-24-47.707N","122-48-43.172W","Fl G 4s","Night","28","5","","SG on pile.","",""
"5","48.2159161111111","-123.478085277778","123.478085277778","12.8928286048293","1.14385719993634","1.14385719993634","13","16222","","Strait of Juan De Fuca Traffic Separation Lane Lighted Buoy PA","FD","48-12-57.298N","123-28-41.107W","Fl Y 2.5s","Night","","5","","Yellow.","",""
"5","46.7014872222222","-123.832941388889","123.832941388889","11.4885610690114","1.1513152159164","1.1513152159164","13","15330","","Willapa River Light 33 ","FD","46-42-05.354N","123-49-58.589W","Fl G 4s","Night","22","5","","SG on pile.","",""
"5","48.4220383333333","-122.894271111111","122.894271111111","13.0008111472851","1.15214179502159","1.15214179502159","13","19540","","Iceberg Point Light 2 ","FD","48-25-19.338N","122-53-39.376W","Fl R 4s","Night","35","5","","TR on white rectangular concrete building.","",""
"5","46.1664391666667","-123.225105833333","123.225105833333","10.8329685256207","1.17271985148943","1.17271985148943","13","10590","","Eureka Dike Light 78 ","FD","46-09-59.181N","123-13-30.381W","Fl R 4s","Night","17","5","","TR on multi-pile.","",""
"5","46.2739683333333","-123.4875975","123.4875975","10.9930456635064","1.19335703999685","1.19335703999685","13","10330","","Bayview Light 29 ","FD","46-16-26.286N","123-29-15.351W","Iso G 2s","Night","15","5","","SG on pile.","",""
"5","48.3753611111111","-123.392694444444","123.392694444444","13.0340358542008","1.23775905007588","1.23775905007588","13","16235","","Victoria Harbor Cautionary Lighted Buoy VH","FD","48-22-31.300N","123-23-33.700W","Fl Y 4s","Night","","5","(C)","Yellow.","","K ( - . - )"
"5","48.531165","-122.80961","122.80961","13.0973722268509","1.25983089857369","1.25983089857369","13","19415","","Blakely Island Light 4 ","FD","48-31-52.194N","122-48-34.596W","Fl R 6s","Night","15","5","","TR on multi-pile structure.","",""
"5","46.0091883333333","-122.851076666667","122.851076666667","10.6098284049929","1.26249098636646","1.26249098636646","13","10925","","Kalama Dike Light 47A","FD","46-00-33.078N","122-51-03.876W","Fl G 2.5s","Night","32","5","","SG on pile.","",""
"5","46.2580566666667","-123.587079166667","123.587079166667","10.9998384502519","1.26344979005873","1.26344979005873","13","10270","","Pillar Rock Light 17 ","FD","46-15-29.004N","123-35-13.485W","Iso G 6s","Night","25","5","","SG on building.","",""
"5","48.5350830555556","-122.964596111111","122.964596111111","13.1227055401101","1.2704075296459","1.2704075296459","13","19590","","Turn Rock Light 3 ","FD","48-32-06.299N","122-57-52.546W","Fl G 4s","Night","18","5","","SG on skeleton tower, on caisson.","Rock ledge bares at half tide.",""
"5","46.64745","-123.951596944444","123.951596944444","11.4653343889347","1.28121513290891","1.28121513290891","13","15515","","Bay Center Channel Light 11 ","FD","46-38-50.820N","123-57-05.749W","Fl G 4s","Night","18","5","","SG on dolphin.","",""
"5","48.5514747222222","-122.920206944444","122.920206944444","13.1326069818345","1.28292025715416","1.28292025715416","13","19585","","Flat Point Light 2 ","FD","48-33-05.309N","122-55-12.745W","Fl R 2.5s","Night","15","5","","TR on pile.","",""
"5","45.9882463888889","-122.849082222222","122.849082222222","10.5888485923234","1.28340367064263","1.28340367064263","13","10940","","Hunter Dike Light 52 ","FD","45-59-17.687N","122-50-56.696W","Fl R 4s","Night","15","5","","TR on multi-pile structure.","",""
"5","46.2611386111111","-123.641889166667","123.641889166667","11.0154946534762","1.2945158540683","1.2945158540683","13","10230","","Miller Sands Dike Light 11 ","FD","46-15-40.099N","123-38-30.801W","Fl G 6s","Night","19","5","","SG on multi-pile structure.","",""
"5","46.9188108333333","-124.083418611111","124.083418611111","11.7612530484793","1.29954453332172","1.29954453332172","13","15635","","Grays Harbor South Reach Light 16 ","FD","46-55-07.719N","124-05-00.307W","Fl R 4s","Night","15","5","","TR on pile.","",""
"5","46.6400416666667","-123.972275","123.972275","11.4633769932851","1.30288776531484","1.30288776531484","13","15500","","Bay Center Channel Light 6 ","FD","46-38-24.150N","123-58-20.190W","Fl R 4s","Night","21","5","","TR on pile.","",""
"5","48.4261666666667","-123.438833333333","123.438833333333","13.092293879363","1.30406905140598","1.30406905140598","13","16255","","Scroggs Rocks Light (C)","FD","48-25-34.200N","123-26-19.800W","Fl R 4s","Night","20","5","","White cylindrical tower with red band at top.","Ra ref.",""
"5","48.5662044444444","-122.668250277778","122.668250277778","13.1141516281894","1.30505707257224","1.30505707257224","13","19175","","Bellingham Channel Light 5 ","FD","48-33-58.336N","122-40-05.701W","Fl G 4s","Night","15","5","","SG on tower.","Higher intensity beam up and down channel.",""
"5","46.9504691666667","-124.105778055556","124.105778055556","11.7975883133439","1.31298009425014","1.31298009425014","13","15940","","Damon Point Light","FD","46-57-01.689N","124-06-20.801W","Fl Y 4s","Night","20","5","","NY on multi-pile structure.","",""
"5","46.9106783333333","-124.107948333333","124.107948333333","11.7596997081264","1.32536128420576","1.32536128420576","13","16005","","Westhaven Outer Breakwater North Light 8 ","FD","46-54-38.442N","124-06-28.614W","Fl R 4s","Night","15","5","","TR on pile, at end of breakwall.","",""
"5","46.9089433333333","-124.108283333333","124.108283333333","11.7581100053999","1.32615696882693","1.32615696882693","13","16015","","Westhaven South Breakwater Light 11 ","FD","46-54-32.196N","124-06-29.820W","Fl G 4s","Night","15","5","","SG on pile, at end of breakwall.","",""
"5","48.5951069444444","-122.976836388889","122.976836388889","13.1838675623462","1.33139128866867","1.33139128866867","13","19660","","Wasp Passage Light 5 ","FD","48-35-42.385N","122-58-36.611W","Fl G 4s","Night","15","5","","SG on skeleton tower, on wooden crib.","",""
"5","48.5829030555556","-122.560495555556","122.560495555556","13.1180664887939","1.33930354252503","1.33930354252503","13","19018","","William Point Light 3 ","FD","48-34-58.451N","122-33-37.784W","Fl G 6s","Night","30","5","","SG on tower.","",""
"5","45.9315333333333","-122.80245","122.80245","10.525178437944","1.34035218182528","1.34035218182528","13","11000","","Burke Dike Light 69 ","FD","45-55-53.520N","122-48-08.820W","Fl G 2.5s","Night","17","5","","SG on multi-pile structure.","",""
